Bar/Node/Case,FX (kN),FY (kN),FZ (kN),MY (kNm),MZ (kNm),Length (m)
 284/ 124/ 8 (C),150.711,8.883,1.242,1.838,-12.325,2.800
 284/ 124/ 9 (C),145.428,7.997,1.168,1.730,-11.040,2.800
 284/ 124/ 13 (C),140.822,6.907,2.698,3.886,-9.397,2.800
 284/ 124/ 14 (C),142.640,7.846,-0.467,-0.579,-10.884,2.800
 285/ 123/ 6 (C),-0.000,0.000,33.097,-37.065,0.000,3.850
 285/ 123/ 7 (C),-0.000,0.000,50.049,-56.275,0.000,3.850
 285/ 123/ 8 (C),-0.000,0.000,36.378,-40.714,0.000,3.850
 285/ 123/ 9 (C),-0.000,0.000,34.034,-38.107,0.000,3.850
 285/ 123/ 13 (C),-0.000,-0.000,31.503,-34.625,-0.000,3.850
 285/ 123/ 14 (C),-0.000,0.000,33.284,-37.941,0.000,3.850
 285/ 124/ 6 (C),-0.000,0.000,-17.914,-7.839,-0.000,3.850
 285/ 124/ 7 (C),-0.000,0.000,-26.922,-11.758,-0.000,3.850
 285/ 124/ 8 (C),-0.000,0.000,-19.815,-8.829,-0.000,3.850
 285/ 124/ 9 (C),-0.000,0.000,-18.457,-8.122,-0.000,3.850
 285/ 124/ 13 (C),-0.000,-0.000,-18.397,-9.396,0.000,3.850
 285/ 124/ 14 (C),-0.000,0.000,-16.617,-5.857,-0.000,3.850
 286/ 90/ 6 (C),220.785,5.629,3.876,-5.447,8.152,2.800
 286/ 90/ 7 (C),331.287,9.024,5.831,-8.196,13.015,2.800
 286/ 90/ 8 (C),234.750,6.678,4.180,-5.878,9.552,2.800
 286/ 90/ 9 (C),224.775,5.929,3.963,-5.570,8.552,2.800
 286/ 90/ 13 (C),217.931,5.390,5.407,-7.560,7.833,2.800
 286/ 90/ 14 (C),217.655,5.419,2.214,-3.149,7.870,2.800
 286/ 123/ 6 (C),214.485,5.629,3.876,5.405,-7.609,2.800
 286/ 123/ 7 (C),322.782,9.024,5.831,8.130,-12.253,2.800
 286/ 123/ 8 (C),228.450,6.678,4.180,5.826,-9.147,2.800
 286/ 123/ 9 (C),218.475,5.929,3.963,5.525,-8.048,2.800
 286/ 123/ 13 (C),211.631,5.390,5.407,7.578,-7.257,2.800
 286/ 123/ 14 (C),211.355,5.419,2.214,3.050,-7.302,2.800
 287/ 122/ 6 (C),-0.000,-0.000,3.515,27.176,-0.000,3.700
 287/ 122/ 7 (C),-0.000,-0.000,5.137,41.099,-0.000,3.700
 287/ 122/ 8 (C),-0.000,0.000,4.117,29.183,0.000,3.700
 287/ 122/ 9 (C),-0.000,-0.000,3.687,27.749,-0.000,3.700
 287/ 122/ 13 (C),-0.000,-0.000,2.373,28.648,-0.000,3.700
 287/ 122/ 14 (C),-0.000,0.000,4.398,24.843,0.000,3.700
 287/ 123/ 6 (C),-0.000,-0.000,-44.280,-48.240,0.000,3.700
 287/ 123/ 7 (C),-0.000,-0.000,-66.881,-73.129,0.000,3.700
 287/ 123/ 8 (C),-0.000,0.000,-48.469,-52.867,-0.000,3.700
 287/ 123/ 9 (C),-0.000,-0.000,-45.477,-49.562,0.000,3.700
 287/ 123/ 13 (C),-0.000,-0.000,-44.395,-49.094,0.000,3.700
 287/ 123/ 14 (C),-0.000,0.000,-42.370,-45.404,-0.000,3.700
 288/ 89/ 6 (C),110.601,7.157,-0.663,0.842,10.204,2.800
 288/ 89/ 7 (C),164.195,11.422,-1.050,1.341,16.242,2.800
 288/ 89/ 8 (C),114.096,8.418,-0.739,0.945,11.900,2.800
 288/ 89/ 9 (C),111.600,7.517,-0.684,0.872,10.689,2.800
 288/ 89/ 13 (C),110.043,7.298,0.951,-1.397,10.338,2.800
 288/ 89/ 14 (C),109.662,6.474,-2.244,3.038,9.344,2.800
 288/ 122/ 6 (C),104.301,7.157,-0.663,-1.013,-9.834,2.800
 288/ 122/ 7 (C),155.690,11.422,-1.050,-1.598,-15.740,2.800
 288/ 122/ 8 (C),107.796,8.418,-0.739,-1.124,-11.672,2.800
 288/ 122/ 9 (C),105.300,7.517,-0.684,-1.045,-10.359,2.800
 288/ 122/ 13 (C),103.743,7.298,0.951,1.266,-10.096,2.800
 288/ 122/ 14 (C),103.362,6.474,-2.244,-3.245,-8.785,2.800
 289/ 121/ 6 (C),-0.000,0.000,41.125,-33.910,0.000,3.675
 289/ 121/ 7 (C),-0.000,0.000,62.127,-51.383,0.000,3.675
 289/ 121/ 8 (C),-0.000,0.000,44.920,-36.825,0.000,3.675
 289/ 121/ 9 (C),-0.000,0.000,42.209,-34.743,0.000,3.675
 289/ 121/ 13 (C),-0.000,-0.000,39.242,-30.874,-0.000,3.675
 289/ 121/ 14 (C),-0.000,0.000,41.381,-35.697,0.000,3.675
 289/ 122/ 6 (C),-0.000,0.000,-6.138,30.378,-0.000,3.675
 289/ 122/ 7 (C),-0.000,0.000,-9.072,46.107,-0.000,3.675
 289/ 122/ 8 (C),-0.000,0.000,-7.070,32.725,-0.000,3.675
 289/ 122/ 9 (C),-0.000,0.000,-6.404,31.049,-0.000,3.675
 289/ 122/ 13 (C),-0.000,-0.000,-7.008,28.356,0.000,3.675
 289/ 122/ 14 (C),-0.000,0.000,-4.869,31.395,-0.000,3.675
 290/ 88/ 6 (C),129.905,3.548,-11.681,16.468,4.964,2.800
 290/ 88/ 7 (C),192.526,5.491,-17.794,25.081,7.677,2.800
 290/ 88/ 8 (C),137.511,3.981,-12.841,18.093,5.558,2.800
 290/ 88/ 9 (C),132.078,3.672,-12.012,16.932,5.133,2.800
 290/ 88/ 13 (C),129.329,5.158,-10.219,14.473,7.147,2.800
 290/ 88/ 14 (C),127.221,1.751,-12.645,17.765,2.525,2.800
 290/ 121/ 6 (C),123.605,3.548,-11.681,-16.238,-4.970,2.800
 290/ 121/ 7 (C),184.021,5.491,-17.794,-24.744,-7.698,2.800
 290/ 121/ 8 (C),131.211,3.981,-12.841,-17.862,-5.590,2.800
 290/ 121/ 9 (C),125.778,3.672,-12.012,-16.702,-5.147,2.800
 290/ 121/ 13 (C),123.029,5.158,-10.219,-14.140,-7.296,2.800
 290/ 121/ 14 (C),120.921,1.751,-12.645,-17.641,-2.378,2.800
 291/ 87/ 6 (C),300.203,-5.342,26.756,-37.706,-7.411,2.800
 291/ 87/ 7 (C),448.604,-8.170,40.485,-57.049,-11.331,2.800
 291/ 87/ 8 (C),322.930,-5.903,29.164,-41.100,-8.189,2.800
 291/ 87/ 9 (C),306.696,-5.502,27.444,-38.675,-7.633,2.800
 291/ 87/ 13 (C),296.731,-7.406,24.312,-34.322,-10.253,2.800
 291/ 87/ 14 (C),293.934,-3.037,28.169,-39.634,-4.235,2.800
 291/ 120/ 6 (C),293.903,-5.342,26.756,37.212,7.547,2.800
 291/ 120/ 7 (C),440.099,-8.170,40.485,56.308,11.544,2.800
 291/ 120/ 8 (C),316.630,-5.903,29.164,40.560,8.339,2.800
 291/ 120/ 9 (C),300.396,-5.502,27.444,38.169,7.773,2.800
 291/ 120/ 13 (C),290.431,-7.406,24.312,33.752,10.485,2.800
 291/ 120/ 14 (C),287.634,-3.037,28.169,39.238,4.270,2.800
 292/ 119/ 6 (C),0.000,-0.000,-25.207,113.120,-0.000,3.775
 292/ 119/ 7 (C),0.000,-0.000,-38.145,170.870,-0.000,3.775
 292/ 119/ 8 (C),0.000,-0.000,-26.979,122.537,-0.000,3.775
 292/ 119/ 9 (C),0.000,-0.000,-25.713,115.810,-0.000,3.775
 292/ 119/ 13 (C),0.000,-0.000,-23.007,108.624,-0.000,3.775
 292/ 119/ 14 (C),0.000,0.000,-26.648,113.580,0.000,3.775
 292/ 120/ 6 (C),0.000,-0.000,-74.472,-75.025,0.000,3.775
 292/ 120/ 7 (C),0.000,-0.000,-112.422,-113.325,0.000,3.775
 292/ 120/ 8 (C),0.000,-0.000,-81.210,-81.669,0.000,3.775
 292/ 120/ 9 (C),0.000,-0.000,-76.397,-76.923,0.000,3.775
 292/ 120/ 13 (C),0.000,-0.000,-71.208,-69.207,0.000,3.775
 292/ 120/ 14 (C),0.000,0.000,-74.849,-77.996,-0.000,3.775
 293/ 112/ 6 (C),-0.000,-0.000,19.017,-2.348,-0.000,3.525
 293/ 112/ 7 (C),-0.000,-0.000,28.507,-3.332,-0.000,3.525
 293/ 112/ 8 (C),-0.000,-0.000,20.944,-2.707,-0.000,3.525
 293/ 112/ 9 (C),-0.000,-0.000,19.567,-2.450,-0.000,3.525
 293/ 112/ 13 (C),0.000,-0.000,16.136,1.264,-0.000,3.525
 293/ 112/ 14 (C),-0.000,0.000,21.072,-5.805,0.000,3.525
 293/ 120/ 6 (C),-0.000,-0.000,-25.114,-13.094,0.000,3.525
 293/ 120/ 7 (C),-0.000,-0.000,-37.872,-19.837,0.000,3.525
 293/ 120/ 8 (C),-0.000,-0.000,-27.536,-14.326,0.000,3.525
 293/ 120/ 9 (C),-0.000,-0.000,-25.806,-13.446,0.000,3.525
 293/ 120/ 13 (C),0.000,-0.000,-27.063,-17.994,0.000,3.525
 293/ 120/ 14 (C),-0.000,0.000,-22.127,-7.666,-0.000,3.525
 294/ 86/ 6 (C),18.785,-8.875,-0.563,0.791,-12.246,2.800
 294/ 86/ 7 (C),25.624,-13.991,-0.892,1.252,-19.308,2.800
 294/ 86/ 8 (C),15.514,-10.137,-0.615,0.864,-13.997,2.800
 294/ 86/ 9 (C),17.850,-9.236,-0.578,0.812,-12.747,2.800
 294/ 86/ 13 (C),19.180,-9.168,-3.211,4.473,-12.606,2.800
 294/ 86/ 14 (C),19.792,-8.042,2.108,-2.924,-11.135,2.800
 294/ 119/ 6 (C),12.485,-8.875,-0.563,-0.785,12.605,2.800
 294/ 119/ 7 (C),17.119,-13.991,-0.892,-1.245,19.866,2.800
 294/ 119/ 8 (C),9.214,-10.137,-0.615,-0.859,14.387,2.800
 294/ 119/ 9 (C),11.550,-9.236,-0.578,-0.806,13.114,2.800
 294/ 119/ 13 (C),12.880,-9.168,-3.211,-4.518,13.064,2.800
 294/ 119/ 14 (C),13.492,-8.042,2.108,2.980,11.381,2.800
 295/ 118/ 6 (C),-0.000,-0.000,36.901,56.798,-0.000,2.150
 295/ 118/ 7 (C),-0.000,-0.000,55.095,86.553,-0.000,2.150
 295/ 118/ 8 (C),-0.000,-0.000,39.389,62.752,-0.000,2.150
 295/ 118/ 9 (C),-0.000,-0.000,37.612,58.499,-0.000,2.150
 295/ 118/ 13 (C),-0.000,-0.000,38.545,54.771,-0.000,2.150
 295/ 118/ 14 (C),0.000,0.000,34.192,56.274,0.000,2.150
 295/ 119/ 6 (C),-0.000,-0.000,16.710,114.431,0.000,2.150
 295/ 119/ 7 (C),-0.000,-0.000,25.306,172.983,0.000,2.150
 295/ 119/ 8 (C),-0.000,-0.000,17.580,123.995,0.000,2.150
 295/ 119/ 9 (C),-0.000,-0.000,16.959,117.163,0.000,2.150
 295/ 119/ 13 (C),-0.000,-0.000,18.700,116.310,0.000,2.150
 295/ 119/ 14 (C),0.000,0.000,14.347,108.453,-0.000,2.150
 296/ 110/ 6 (C),-0.000,-0.000,24.987,-4.842,-0.000,3.525
 296/ 110/ 7 (C),-0.000,-0.000,38.852,-7.506,-0.000,3.525
 296/ 110/ 8 (C),-0.000,-0.000,28.289,-5.552,-0.000,3.525
 296/ 110/ 9 (C),-0.000,-0.000,25.930,-5.045,-0.000,3.525
 296/ 110/ 13 (C),0.000,-0.000,23.854,-4.121,-0.000,3.525
 296/ 110/ 14 (C),-0.000,0.000,24.704,-5.259,0.000,3.525
 296/ 119/ 6 (C),-0.000,-0.000,-34.298,-21.254,0.000,3.525
 296/ 119/ 7 (C),-0.000,-0.000,-53.755,-33.772,0.000,3.525
 296/ 119/ 8 (C),-0.000,-0.000,-39.032,-24.487,0.000,3.525
 296/ 119/ 9 (C),-0.000,-0.000,-35.651,-22.178,0.000,3.525
 296/ 119/ 13 (C),0.000,-0.000,-33.709,-21.490,0.000,3.525
 296/ 119/ 14 (C),-0.000,0.000,-32.859,-19.632,-0.000,3.525
 297/ 117/ 6 (C),0.000,-0.000,103.000,-113.660,-0.000,1.825
 297/ 117/ 7 (C),0.000,-0.000,155.982,-172.289,-0.000,1.825
 297/ 117/ 8 (C),0.000,-0.000,112.823,-124.249,-0.000,1.825
 297/ 117/ 9 (C),0.000,-0.000,105.806,-116.685,-0.000,1.825
 297/ 117/ 13 (C),0.000,-0.000,103.316,-116.553,-0.000,1.825
 297/ 117/ 14 (C),0.000,0.000,98.473,-106.228,0.000,1.825
 297/ 118/ 6 (C),0.000,-0.000,87.210,59.907,0.000,1.825
 297/ 118/ 7 (C),0.000,-0.000,132.842,91.263,0.000,1.825
 297/ 118/ 8 (C),0.000,-0.000,95.868,66.181,0.000,1.825
 297/ 118/ 9 (C),0.000,-0.000,89.684,61.699,0.000,1.825
 297/ 118/ 13 (C),0.000,-0.000,87.777,57.819,0.000,1.825
 297/ 118/ 14 (C),0.000,0.000,82.933,59.305,-0.000,1.825
 298/ 109/ 6 (C),0.000,0.000,11.148,57.507,0.000,3.525
 298/ 109/ 7 (C),-0.000,0.000,17.464,88.504,0.000,3.525
 298/ 109/ 8 (C),-0.000,0.000,12.806,64.029,0.000,3.525
 298/ 109/ 9 (C),-0.000,0.000,11.622,59.370,0.000,3.525
 298/ 109/ 13 (C),0.000,0.000,10.547,56.466,0.000,3.525
 298/ 109/ 14 (C),-0.000,-0.000,11.038,55.753,-0.000,3.525
 298/ 118/ 6 (C),0.000,0.000,-50.309,-20.340,-0.000,3.525
 298/ 118/ 7 (C),-0.000,0.000,-77.748,-31.787,-0.000,3.525
 298/ 118/ 8 (C),-0.000,0.000,-56.478,-23.129,-0.000,3.525
 298/ 118/ 9 (C),-0.000,0.000,-52.071,-21.137,-0.000,3.525
 298/ 118/ 13 (C),0.000,0.000,-49.232,-20.251,-0.000,3.525
 298/ 118/ 14 (C),-0.000,-0.000,-48.741,-19.235,0.000,3.525
 299/ 84/ 6 (C),315.491,-1.577,-29.411,41.363,-2.267,2.800
 299/ 84/ 7 (C),471.226,-2.491,-44.611,62.737,-3.573,2.800
 299/ 84/ 8 (C),339.203,-1.802,-32.168,45.239,-2.587,2.800
 299/ 84/ 9 (C),322.266,-1.641,-30.199,42.471,-2.358,2.800
 299/ 84/ 13 (C),312.023,-0.984,-31.068,43.637,-1.444,2.800
 299/ 84/ 14 (C),308.797,-2.073,-26.573,37.427,-2.952,2.800
 299/ 117/ 6 (C),309.191,-1.577,-29.411,-40.989,2.149,2.800
 299/ 117/ 7 (C),462.721,-2.491,-44.611,-62.175,3.403,2.800
 299/ 117/ 8 (C),332.903,-1.802,-32.168,-44.830,2.459,2.800
 299/ 117/ 9 (C),315.966,-1.641,-30.199,-42.086,2.238,2.800
 299/ 117/ 13 (C),305.723,-0.984,-31.068,-43.354,1.311,2.800
 299/ 117/ 14 (C),302.497,-2.073,-26.573,-36.978,2.854,2.800
 300/ 116/ 6 (C),0.000,0.000,19.739,-5.095,0.000,2.000
 300/ 116/ 7 (C),0.000,0.000,30.035,-7.883,0.000,2.000
 300/ 116/ 8 (C),0.000,0.000,21.947,-5.794,0.000,2.000
 300/ 116/ 9 (C),0.000,0.000,20.370,-5.295,0.000,2.000
 300/ 116/ 13 (C),0.000,-0.000,20.720,-6.462,-0.000,2.000
 300/ 116/ 14 (C),0.000,0.000,17.813,-3.430,0.000,2.000
 300/ 117/ 6 (C),0.000,0.000,-2.080,9.959,-0.000,2.000
 300/ 117/ 7 (C),0.000,0.000,-2.505,15.504,-0.000,2.000
 300/ 117/ 8 (C),0.000,0.000,-1.844,11.303,-0.000,2.000
 300/ 117/ 9 (C),0.000,0.000,-2.012,10.343,-0.000,2.000
 300/ 117/ 13 (C),0.000,-0.000,-0.676,11.063,0.000,2.000
 300/ 117/ 14 (C),0.000,0.000,-3.584,8.280,-0.000,2.000
 301/ 83/ 6 (C),276.548,0.831,8.174,-11.671,1.110,2.800
 301/ 83/ 7 (C),414.937,1.178,12.245,-17.484,1.574,2.800
 301/ 83/ 8 (C),297.224,0.868,8.859,-12.650,1.159,2.800
 301/ 83/ 9 (C),282.455,0.841,8.370,-11.950,1.124,2.800
 301/ 83/ 13 (C),270.190,1.341,6.365,-9.160,1.815,2.800
 301/ 83/ 14 (C),274.045,0.305,9.690,-13.762,0.385,2.800
 301/ 116/ 6 (C),270.248,0.831,8.174,11.217,-1.215,2.800
 301/ 116/ 7 (C),406.432,1.178,12.245,16.801,-1.723,2.800
 301/ 116/ 8 (C),290.924,0.868,8.859,12.156,-1.272,2.800
 301/ 116/ 9 (C),276.155,0.841,8.370,11.485,-1.232,2.800
 301/ 116/ 13 (C),263.890,1.341,6.365,8.662,-1.939,2.800
 301/ 116/ 14 (C),267.745,0.305,9.690,13.370,-0.468,2.800
 302/ 115/ 6 (C),0.000,0.000,-45.973,8.219,0.000,1.225
 302/ 115/ 7 (C),0.000,0.000,-69.717,12.637,0.000,1.225
 302/ 115/ 8 (C),0.000,0.000,-50.403,9.273,0.000,1.225
 302/ 115/ 9 (C),0.000,0.000,-47.238,8.520,0.000,1.225
 302/ 115/ 13 (C),0.000,-0.000,-42.491,9.224,-0.000,1.225
 302/ 115/ 14 (C),0.000,0.000,-47.556,6.761,0.000,1.225
 302/ 116/ 6 (C),0.000,0.000,-58.313,-54.262,-0.000,1.225
 302/ 116/ 7 (C),0.000,0.000,-88.020,-81.760,0.000,1.225
 302/ 116/ 8 (C),0.000,0.000,-63.794,-59.063,-0.000,1.225
 302/ 116/ 9 (C),0.000,0.000,-59.879,-55.634,-0.000,1.225
 302/ 116/ 13 (C),0.000,-0.000,-54.606,-48.899,0.000,1.225
 302/ 116/ 14 (C),0.000,0.000,-59.671,-57.567,-0.000,1.225
 303/ 114/ 6 (C),0.000,0.000,-13.981,65.615,0.000,2.350
 303/ 114/ 7 (C),0.000,0.000,-21.254,98.826,0.000,2.350
 303/ 114/ 8 (C),0.000,0.000,-14.956,70.984,0.000,2.350
 303/ 114/ 9 (C),0.000,0.000,-14.259,67.149,0.000,2.350
 303/ 114/ 13 (C),0.000,-0.000,-11.644,60.808,-0.000,2.350
 303/ 114/ 14 (C),-0.000,0.000,-15.899,68.121,0.000,2.350
 303/ 115/ 6 (C),0.000,0.000,-37.119,5.572,-0.000,2.350
 303/ 115/ 7 (C),0.000,0.000,-55.515,8.622,-0.000,2.350
 303/ 115/ 8 (C),0.000,0.000,-40.028,6.377,-0.000,2.350
 303/ 115/ 9 (C),0.000,0.000,-37.950,5.802,-0.000,2.350
 303/ 115/ 13 (C),0.000,-0.000,-34.368,6.743,0.000,2.350
 303/ 115/ 14 (C),-0.000,0.000,-38.623,4.057,-0.000,2.350
 304/ 106/ 6 (C),-0.000,-0.000,35.719,-26.392,-0.000,2.700
 304/ 106/ 7 (C),-0.000,-0.000,55.398,-40.510,-0.000,2.700
 304/ 106/ 8 (C),-0.000,-0.000,40.224,-29.384,-0.000,2.700
 304/ 106/ 9 (C),-0.000,-0.000,37.006,-27.247,-0.000,2.700
 304/ 106/ 13 (C),0.000,-0.000,35.159,-26.493,-0.000,2.700
 304/ 106/ 14 (C),-0.000,0.000,34.349,-25.008,0.000,2.700
 304/ 115/ 6 (C),-0.000,-0.000,-8.853,3.369,0.000,2.700
 304/ 115/ 7 (C),-0.000,-0.000,-14.202,4.753,0.000,2.700
 304/ 115/ 8 (C),-0.000,-0.000,-10.375,3.404,0.000,2.700
 304/ 115/ 9 (C),-0.000,-0.000,-9.288,3.379,0.000,2.700
 304/ 115/ 13 (C),0.000,-0.000,-8.122,3.714,0.000,2.700
 304/ 115/ 14 (C),-0.000,0.000,-8.933,3.010,-0.000,2.700
 305/ 81/ 6 (C),26.969,-7.771,-5.653,7.972,-10.794,2.800
 305/ 81/ 7 (C),38.363,-12.205,-8.619,12.152,-16.953,2.800
 305/ 81/ 8 (C),25.411,-8.837,-6.207,8.752,-12.278,2.800
 305/ 81/ 9 (C),26.524,-8.075,-5.811,8.195,-11.218,2.800
 305/ 81/ 13 (C),28.385,-6.309,-7.355,10.340,-8.796,2.800
 305/ 81/ 14 (C),26.220,-8.776,-3.714,5.270,-12.155,2.800
 305/ 114/ 6 (C),20.669,-7.771,-5.653,-7.856,10.965,2.800
 305/ 114/ 7 (C),29.858,-12.205,-8.619,-11.981,17.219,2.800
 305/ 114/ 8 (C),19.111,-8.837,-6.207,-8.627,12.464,2.800
 305/ 114/ 9 (C),20.224,-8.075,-5.811,-8.076,11.393,2.800
 305/ 114/ 13 (C),22.085,-6.309,-7.355,-10.254,8.868,2.800
 305/ 114/ 14 (C),19.920,-8.776,-3.714,-5.128,12.419,2.800
 306/ 113/ 6 (C),0.000,-0.000,62.901,-48.882,-0.000,2.675
 306/ 113/ 7 (C),0.000,-0.000,94.664,-73.803,-0.000,2.675
 306/ 113/ 8 (C),0.000,-0.000,68.340,-53.165,-0.000,2.675
 306/ 113/ 9 (C),0.000,-0.000,64.455,-50.106,-0.000,2.675
 306/ 113/ 13 (C),0.000,-0.000,63.001,-50.641,-0.000,2.675
 306/ 113/ 14 (C),0.000,0.000,60.470,-45.288,0.000,2.675
 306/ 114/ 6 (C),0.000,-0.000,34.585,81.505,0.000,2.675
 306/ 114/ 7 (C),0.000,-0.000,52.519,123.055,0.000,2.675
 306/ 114/ 8 (C),0.000,-0.000,37.519,88.421,0.000,2.675
 306/ 114/ 9 (C),0.000,-0.000,35.423,83.481,0.000,2.675
 306/ 114/ 13 (C),0.000,-0.000,35.222,80.732,0.000,2.675
 306/ 114/ 14 (C),0.000,0.000,32.690,79.314,-0.000,2.675
 307/ 101/ 6 (C),-0.000,-0.000,38.794,-18.246,-0.000,4.325
 307/ 101/ 7 (C),-0.000,-0.000,60.121,-28.197,-0.000,4.325
 307/ 101/ 8 (C),-0.000,-0.000,43.805,-20.664,-0.000,4.325
 307/ 101/ 9 (C),-0.000,-0.000,40.226,-18.937,-0.000,4.325
 307/ 101/ 13 (C),-0.000,-0.000,38.870,-20.223,-0.000,4.325
 307/ 101/ 14 (C),-0.000,0.000,36.572,-15.232,0.000,4.325
 307/ 114/ 6 (C),-0.000,-0.000,-44.224,-29.987,0.000,4.325
 307/ 114/ 7 (C),-0.000,-0.000,-68.810,-46.985,0.000,4.325
 307/ 114/ 8 (C),-0.000,-0.000,-49.988,-34.035,0.000,4.325
 307/ 114/ 9 (C),-0.000,-0.000,-45.871,-31.143,0.000,4.325
 307/ 114/ 13 (C),-0.000,-0.000,-41.839,-26.645,0.000,4.325
 307/ 114/ 14 (C),-0.000,0.000,-44.137,-31.593,-0.000,4.325
 308/ 80/ 6 (C),267.285,-4.484,-18.276,25.915,-6.238,2.800
 308/ 80/ 7 (C),397.948,-6.847,-27.642,39.191,-9.523,2.800
 308/ 80/ 8 (C),286.607,-4.982,-19.913,28.236,-6.931,2.800
 308/ 80/ 9 (C),272.806,-4.626,-18.744,26.578,-6.436,2.800
 308/ 80/ 13 (C),260.537,-2.089,-19.213,27.192,-2.948,2.800
 308/ 80/ 14 (C),265.753,-6.665,-16.638,23.643,-9.230,2.800
 308/ 113/ 6 (C),260.985,-4.484,-18.276,-25.258,6.317,2.800
 308/ 113/ 7 (C),389.443,-6.847,-27.642,-38.206,9.648,2.800
 308/ 113/ 8 (C),280.307,-4.982,-19.913,-27.521,7.017,2.800
 308/ 113/ 9 (C),266.506,-4.626,-18.744,-25.904,6.517,2.800
 308/ 113/ 13 (C),254.237,-2.089,-19.213,-26.604,2.901,2.800
 308/ 113/ 14 (C),259.453,-6.665,-16.638,-22.942,9.433,2.800
 309/ 100/ 6 (C),-0.000,-0.000,29.112,-16.141,-0.000,4.325
 309/ 100/ 7 (C),-0.000,-0.000,43.889,-24.439,-0.000,4.325
 309/ 100/ 8 (C),-0.000,-0.000,32.067,-17.930,-0.000,4.325
 309/ 100/ 9 (C),-0.000,-0.000,29.956,-16.652,-0.000,4.325
 309/ 100/ 13 (C),-0.000,-0.000,30.634,-19.688,-0.000,4.325
 309/ 100/ 14 (C),0.000,0.000,26.322,-11.827,0.000,4.325
 309/ 113/ 6 (C),-0.000,-0.000,-26.712,-10.952,0.000,4.325
 309/ 113/ 7 (C),-0.000,-0.000,-40.225,-16.515,0.000,4.325
 309/ 113/ 8 (C),-0.000,-0.000,-29.351,-12.055,0.000,4.325
 309/ 113/ 9 (C),-0.000,-0.000,-27.466,-11.267,0.000,4.325
 309/ 113/ 13 (C),-0.000,-0.000,-23.991,-5.322,0.000,4.325
 309/ 113/ 14 (C),0.000,0.000,-28.303,-16.109,-0.000,4.325
 310/ 79/ 6 (C),325.341,-0.743,24.505,-34.613,-1.130,2.800
 310/ 79/ 7 (C),489.395,-1.120,37.505,-52.969,-1.702,2.800
 310/ 79/ 8 (C),351.246,-0.794,26.927,-38.033,-1.209,2.800
 310/ 79/ 9 (C),332.742,-0.758,25.197,-35.590,-1.152,2.800
 310/ 79/ 13 (C),319.958,-3.536,23.317,-32.963,-5.022,2.800
 310/ 79/ 14 (C),319.622,2.072,24.656,-34.796,2.797,2.800
 310/ 112/ 6 (C),319.041,-0.743,24.505,34.002,0.951,2.800
 310/ 112/ 7 (C),480.890,-1.120,37.505,52.045,1.434,2.800
 310/ 112/ 8 (C),344.946,-0.794,26.927,37.362,1.015,2.800
 310/ 112/ 9 (C),326.442,-0.758,25.197,34.962,0.970,2.800
 310/ 112/ 13 (C),313.658,-3.536,23.317,32.324,4.880,2.800
 310/ 112/ 14 (C),313.322,2.072,24.656,34.239,-3.005,2.800
 311/ 111/ 6 (C),0.000,0.000,-25.355,77.006,0.000,2.775
 311/ 111/ 7 (C),0.000,0.000,-37.808,117.107,0.000,2.775
 311/ 111/ 8 (C),0.000,0.000,-26.404,83.356,0.000,2.775
 311/ 111/ 9 (C),0.000,0.000,-25.655,78.820,0.000,2.775
 311/ 111/ 13 (C),0.000,-0.000,-24.487,75.142,-0.000,2.775
 311/ 111/ 14 (C),0.000,0.000,-25.774,76.147,0.000,2.775
 311/ 112/ 6 (C),0.000,0.000,-78.687,-75.561,-0.000,2.775
 311/ 112/ 7 (C),0.000,0.000,-120.637,-115.790,-0.000,2.775
 311/ 112/ 8 (C),0.000,0.000,-86.660,-82.991,-0.000,2.775
 311/ 112/ 9 (C),0.000,0.000,-80.965,-77.684,-0.000,2.775
 311/ 112/ 13 (C),0.000,-0.000,-76.335,-72.687,0.000,2.775
 311/ 112/ 14 (C),0.000,0.000,-77.622,-75.251,-0.000,2.775
 312/ 105/ 6 (C),0.000,-0.000,11.363,-3.581,-0.000,2.450
 312/ 105/ 7 (C),0.000,-0.000,16.894,-5.363,-0.000,2.450
 312/ 105/ 8 (C),0.000,-0.000,12.269,-3.849,-0.000,2.450
 312/ 105/ 9 (C),0.000,-0.000,11.622,-3.657,-0.000,2.450
 312/ 105/ 13 (C),0.000,-0.000,8.441,-0.216,-0.000,2.450
 312/ 105/ 14 (C),-0.000,0.000,13.897,-6.830,0.000,2.450
 312/ 112/ 6 (C),0.000,-0.000,-13.318,-5.975,0.000,2.450
 312/ 112/ 7 (C),0.000,-0.000,-19.711,-8.813,0.000,2.450
 312/ 112/ 8 (C),0.000,-0.000,-14.513,-6.598,0.000,2.450
 312/ 112/ 9 (C),0.000,-0.000,-13.659,-6.153,0.000,2.450
 312/ 112/ 13 (C),0.000,-0.000,-15.790,-9.219,0.000,2.450
 312/ 112/ 14 (C),-0.000,0.000,-10.333,-2.464,-0.000,2.450
 313/ 78/ 6 (C),21.414,8.842,12.253,-17.243,12.307,2.800
 313/ 78/ 7 (C),29.152,13.429,18.809,-26.466,18.692,2.800
 313/ 78/ 8 (C),16.873,9.615,13.575,-19.104,13.383,2.800
 313/ 78/ 9 (C),20.116,9.063,12.631,-17.775,12.614,2.800
